Timestamp,ECG_Value
2024-10-31 15:59:38,316
2024-10-31 15:59:38,321
2024-10-31 15:59:38,320
2024-10-31 15:59:38,320
2024-10-31 15:59:38,317
2024-10-31 15:59:38,321
2024-10-31 15:59:38,323
2024-10-31 15:59:38,324
2024-10-31 15:59:38,327
2024-10-31 15:59:38,328
2024-10-31 15:59:38,326
2024-10-31 15:59:38,310
2024-10-31 15:59:38,303
2024-10-31 15:59:38,305
2024-10-31 15:59:39,334
2024-10-31 15:59:39,344
2024-10-31 15:59:39,343
2024-10-31 15:59:39,339
2024-10-31 15:59:39,292
2024-10-31 15:59:39,295
2024-10-31 15:59:39,465
2024-10-31 15:59:39,369
2024-10-31 15:59:39,328
2024-10-31 15:59:39,318
2024-10-31 15:59:39,315
2024-10-31 15:59:39,310
2024-10-31 15:59:39,307
2024-10-31 15:59:39,297
2024-10-31 15:59:39,291
2024-10-31 15:59:39,283
2024-10-31 15:59:39,288
2024-10-31 15:59:39,293
2024-10-31 15:59:39,309
2024-10-31 15:59:39,322
2024-10-31 15:59:39,331
2024-10-31 15:59:39,330
2024-10-31 15:59:39,325
2024-10-31 15:59:39,324
2024-10-31 15:59:39,324
2024-10-31 15:59:39,324
2024-10-31 15:59:39,325
2024-10-31 15:59:39,330
2024-10-31 15:59:39,331
2024-10-31 15:59:39,333
2024-10-31 15:59:39,331
2024-10-31 15:59:39,319
2024-10-31 15:59:39,307
2024-10-31 15:59:39,300
2024-10-31 15:59:39,334
2024-10-31 15:59:39,338
2024-10-31 15:59:39,343
2024-10-31 15:59:39,339
2024-10-31 15:59:39,300
2024-10-31 15:59:39,242
2024-10-31 15:59:39,466
2024-10-31 15:59:39,376
2024-10-31 15:59:39,329
2024-10-31 15:59:39,317
2024-10-31 15:59:39,315
2024-10-31 15:59:39,308
2024-10-31 15:59:39,308
2024-10-31 15:59:39,298
2024-10-31 15:59:39,291
2024-10-31 15:59:39,283
2024-10-31 15:59:40,287
2024-10-31 15:59:40,291
2024-10-31 15:59:40,299
2024-10-31 15:59:40,317
2024-10-31 15:59:40,324
2024-10-31 15:59:40,326
2024-10-31 15:59:40,321
2024-10-31 15:59:40,323
2024-10-31 15:59:40,318
2024-10-31 15:59:40,322
2024-10-31 15:59:40,321
2024-10-31 15:59:40,326
2024-10-31 15:59:40,326
2024-10-31 15:59:40,324
2024-10-31 15:59:40,325
2024-10-31 15:59:40,323
2024-10-31 15:59:40,326
2024-10-31 15:59:40,323
2024-10-31 15:59:40,322
2024-10-31 15:59:40,306
2024-10-31 15:59:40,300
2024-10-31 15:59:40,298
2024-10-31 15:59:40,327
2024-10-31 15:59:40,330
2024-10-31 15:59:40,335
2024-10-31 15:59:40,327
2024-10-31 15:59:40,285
2024-10-31 15:59:40,311
2024-10-31 15:59:40,446
2024-10-31 15:59:40,371
2024-10-31 15:59:40,320
2024-10-31 15:59:40,311
2024-10-31 15:59:40,311
2024-10-31 15:59:40,304
2024-10-31 15:59:40,300
2024-10-31 15:59:40,296
2024-10-31 15:59:40,289
2024-10-31 15:59:40,284
2024-10-31 15:59:40,283
2024-10-31 15:59:40,284
2024-10-31 15:59:40,297
2024-10-31 15:59:40,315
2024-10-31 15:59:40,323
2024-10-31 15:59:40,324
2024-10-31 15:59:40,317
2024-10-31 15:59:40,324
2024-10-31 15:59:40,316
2024-10-31 15:59:40,323
2024-10-31 15:59:40,322
2024-10-31 15:59:40,322
2024-10-31 15:59:41,327
2024-10-31 15:59:41,326
2024-10-31 15:59:41,329
2024-10-31 15:59:41,324
2024-10-31 15:59:41,325
2024-10-31 15:59:41,305
2024-10-31 15:59:41,300
2024-10-31 15:59:41,308
2024-10-31 15:59:41,332
2024-10-31 15:59:41,336
2024-10-31 15:59:41,332
2024-10-31 15:59:41,325
2024-10-31 15:59:41,279
2024-10-31 15:59:41,362
2024-10-31 15:59:41,424
2024-10-31 15:59:41,354
2024-10-31 15:59:41,312
2024-10-31 15:59:41,309
2024-10-31 15:59:41,305
2024-10-31 15:59:41,301
2024-10-31 15:59:41,293
2024-10-31 15:59:41,289
2024-10-31 15:59:41,279
2024-10-31 15:59:41,277
2024-10-31 15:59:41,277
2024-10-31 15:59:41,284
2024-10-31 15:59:41,297
2024-10-31 15:59:41,309
2024-10-31 15:59:41,317
2024-10-31 15:59:41,316
2024-10-31 15:59:41,314
2024-10-31 15:59:41,313
2024-10-31 15:59:41,314
2024-10-31 15:59:41,318
2024-10-31 15:59:41,317
2024-10-31 15:59:41,321
2024-10-31 15:59:41,323
2024-10-31 15:59:41,321
2024-10-31 15:59:41,323
2024-10-31 15:59:41,323
2024-10-31 15:59:41,323
2024-10-31 15:59:41,322
2024-10-31 15:59:41,322
2024-10-31 15:59:41,306
2024-10-31 15:59:41,300
2024-10-31 15:59:41,290
2024-10-31 15:59:41,326
2024-10-31 15:59:41,331
2024-10-31 15:59:41,335
2024-10-31 15:59:41,332
2024-10-31 15:59:42,290
2024-10-31 15:59:42,256
2024-10-31 15:59:42,462
2024-10-31 15:59:42,371
2024-10-31 15:59:42,323
2024-10-31 15:59:42,314
2024-10-31 15:59:42,310
2024-10-31 15:59:42,307
2024-10-31 15:59:42,302
2024-10-31 15:59:42,297
2024-10-31 15:59:42,290
2024-10-31 15:59:42,284
2024-10-31 15:59:42,283
2024-10-31 15:59:42,289
2024-10-31 15:59:42,300
2024-10-31 15:59:42,314
2024-10-31 15:59:42,324
2024-10-31 15:59:42,324
2024-10-31 15:59:42,322
2024-10-31 15:59:42,322
2024-10-31 15:59:42,322
2024-10-31 15:59:42,322
2024-10-31 15:59:42,324
2024-10-31 15:59:42,327
2024-10-31 15:59:42,326
2024-10-31 15:59:42,327
2024-10-31 15:59:42,328
2024-10-31 15:59:42,327
2024-10-31 15:59:42,327
2024-10-31 15:59:42,327
2024-10-31 15:59:42,327
2024-10-31 15:59:42,320
2024-10-31 15:59:42,304
2024-10-31 15:59:42,296
2024-10-31 15:59:42,319
2024-10-31 15:59:42,332
2024-10-31 15:59:42,341
2024-10-31 15:59:42,336
2024-10-31 15:59:42,320
2024-10-31 15:59:42,252
2024-10-31 15:59:42,400
2024-10-31 15:59:42,410
2024-10-31 15:59:42,339
2024-10-31 15:59:42,314
2024-10-31 15:59:42,309
2024-10-31 15:59:42,304
2024-10-31 15:59:42,301
2024-10-31 15:59:42,298
2024-10-31 15:59:42,287
2024-10-31 15:59:42,283
2024-10-31 15:59:43,279
2024-10-31 15:59:43,285
2024-10-31 15:59:43,289
2024-10-31 15:59:43,302
2024-10-31 15:59:43,313
2024-10-31 15:59:43,320
2024-10-31 15:59:43,318
2024-10-31 15:59:43,316
2024-10-31 15:59:43,315
2024-10-31 15:59:43,313
2024-10-31 15:59:43,314
2024-10-31 15:59:43,316
2024-10-31 15:59:43,318
2024-10-31 15:59:43,320
2024-10-31 15:59:43,322
2024-10-31 15:59:43,321
2024-10-31 15:59:43,322
2024-10-31 15:59:43,323
2024-10-31 15:59:43,321
2024-10-31 15:59:43,320
2024-10-31 15:59:43,303
2024-10-31 15:59:43,300
2024-10-31 15:59:43,304
2024-10-31 15:59:43,328
2024-10-31 15:59:43,334
2024-10-31 15:59:43,331
2024-10-31 15:59:43,325
2024-10-31 15:59:43,277
2024-10-31 15:59:43,355
2024-10-31 15:59:43,423
2024-10-31 15:59:43,361
2024-10-31 15:59:43,316
2024-10-31 15:59:43,310
2024-10-31 15:59:43,310
2024-10-31 15:59:43,306
2024-10-31 15:59:43,300
2024-10-31 15:59:43,293
2024-10-31 15:59:43,284
2024-10-31 15:59:43,279
2024-10-31 15:59:43,280
2024-10-31 15:59:43,285
2024-10-31 15:59:43,297
2024-10-31 15:59:43,313
2024-10-31 15:59:43,320
2024-10-31 15:59:43,322
2024-10-31 15:59:43,319
2024-10-31 15:59:43,315
2024-10-31 15:59:43,318
2024-10-31 15:59:43,321
2024-10-31 15:59:43,320
2024-10-31 15:59:44,323
2024-10-31 15:59:44,321
2024-10-31 15:59:44,328
2024-10-31 15:59:44,323
2024-10-31 15:59:44,321
2024-10-31 15:59:44,303
2024-10-31 15:59:44,299
2024-10-31 15:59:44,307
2024-10-31 15:59:44,332
2024-10-31 15:59:44,338
2024-10-31 15:59:44,336
2024-10-31 15:59:44,328
2024-10-31 15:59:44,283
2024-10-31 15:59:44,371
2024-10-31 15:59:44,422
2024-10-31 15:59:44,357
2024-10-31 15:59:44,317
2024-10-31 15:59:44,314
2024-10-31 15:59:44,309
2024-10-31 15:59:44,306
2024-10-31 15:59:44,302
2024-10-31 15:59:44,295
2024-10-31 15:59:44,286
2024-10-31 15:59:44,284
2024-10-31 15:59:44,287
2024-10-31 15:59:44,292
2024-10-31 15:59:44,304
2024-10-31 15:59:44,314
2024-10-31 15:59:44,322
2024-10-31 15:59:44,320
2024-10-31 15:59:44,320
2024-10-31 15:59:44,318
2024-10-31 15:59:44,320
2024-10-31 15:59:44,321
2024-10-31 15:59:44,323
2024-10-31 15:59:44,324
2024-10-31 15:59:44,325
2024-10-31 15:59:44,327
2024-10-31 15:59:44,329
2024-10-31 15:59:44,326
2024-10-31 15:59:44,319
2024-10-31 15:59:44,308
2024-10-31 15:59:44,292
2024-10-31 15:59:44,324
2024-10-31 15:59:44,333
2024-10-31 15:59:44,343
2024-10-31 15:59:44,339
2024-10-31 15:59:44,315
2024-10-31 15:59:44,257
2024-10-31 15:59:44,432
2024-10-31 15:59:45,398
2024-10-31 15:59:45,341
2024-10-31 15:59:45,315
2024-10-31 15:59:45,315
2024-10-31 15:59:45,312
2024-10-31 15:59:45,308
2024-10-31 15:59:45,298
2024-10-31 15:59:45,296
2024-10-31 15:59:45,292
2024-10-31 15:59:45,288
2024-10-31 15:59:45,293
2024-10-31 15:59:45,297
2024-10-31 15:59:45,313
2024-10-31 15:59:45,322
2024-10-31 15:59:45,328
2024-10-31 15:59:45,327
2024-10-31 15:59:45,327
2024-10-31 15:59:45,324
2024-10-31 15:59:45,325
2024-10-31 15:59:45,325
2024-10-31 15:59:45,328
2024-10-31 15:59:45,329
2024-10-31 15:59:45,329
2024-10-31 15:59:45,331
2024-10-31 15:59:45,330
2024-10-31 15:59:45,315
2024-10-31 15:59:45,305
2024-10-31 15:59:45,302
2024-10-31 15:59:45,336
2024-10-31 15:59:45,342
2024-10-31 15:59:45,340
2024-10-31 15:59:45,340
2024-10-31 15:59:45,295
2024-10-31 15:59:45,281
2024-10-31 15:59:45,461
2024-10-31 15:59:45,377
2024-10-31 15:59:45,325
2024-10-31 15:59:45,317
2024-10-31 15:59:45,313
2024-10-31 15:59:45,315
2024-10-31 15:59:45,310
2024-10-31 15:59:45,302
2024-10-31 15:59:45,296
2024-10-31 15:59:45,292
2024-10-31 15:59:45,290
2024-10-31 15:59:45,291
2024-10-31 15:59:45,306
2024-10-31 15:59:45,318
2024-10-31 15:59:45,332
2024-10-31 15:59:45,325
2024-10-31 15:59:46,327
2024-10-31 15:59:46,322
2024-10-31 15:59:46,326
2024-10-31 15:59:46,323
2024-10-31 15:59:46,326
2024-10-31 15:59:46,334
2024-10-31 15:59:46,329
2024-10-31 15:59:46,335
2024-10-31 15:59:46,330
2024-10-31 15:59:46,331
2024-10-31 15:59:46,310
2024-10-31 15:59:46,308
2024-10-31 15:59:46,304
2024-10-31 15:59:46,340
2024-10-31 15:59:46,340
2024-10-31 15:59:46,342
2024-10-31 15:59:46,336
2024-10-31 15:59:46,291
2024-10-31 15:59:46,342
2024-10-31 15:59:46,444
2024-10-31 15:59:46,371
2024-10-31 15:59:46,328
2024-10-31 15:59:46,324
2024-10-31 15:59:46,316
2024-10-31 15:59:46,314
2024-10-31 15:59:46,307
2024-10-31 15:59:46,302
2024-10-31 15:59:46,291
2024-10-31 15:59:46,294
2024-10-31 15:59:46,288
2024-10-31 15:59:46,296
2024-10-31 15:59:46,304
2024-10-31 15:59:46,321
2024-10-31 15:59:46,326
2024-10-31 15:59:46,328
2024-10-31 15:59:46,322
2024-10-31 15:59:46,326
2024-10-31 15:59:46,328
2024-10-31 15:59:46,326
2024-10-31 15:59:46,331
2024-10-31 15:59:46,329
2024-10-31 15:59:46,334
2024-10-31 15:59:46,332
2024-10-31 15:59:46,334
2024-10-31 15:59:46,333
2024-10-31 15:59:46,330
2024-10-31 15:59:46,311
2024-10-31 15:59:46,305
2024-10-31 15:59:46,319
2024-10-31 15:59:46,342
2024-10-31 15:59:47,345
2024-10-31 15:59:47,343
2024-10-31 15:59:47,333
2024-10-31 15:59:47,280
2024-10-31 15:59:47,407
2024-10-31 15:59:47,424
2024-10-31 15:59:47,359
2024-10-31 15:59:47,326
2024-10-31 15:59:47,327
2024-10-31 15:59:47,318
2024-10-31 15:59:47,315
2024-10-31 15:59:47,307
2024-10-31 15:59:47,302
2024-10-31 15:59:47,294
2024-10-31 15:59:47,296
2024-10-31 15:59:47,291
2024-10-31 15:59:47,303
2024-10-31 15:59:47,313
2024-10-31 15:59:47,329
2024-10-31 15:59:47,340
2024-10-31 15:59:47,336
2024-10-31 15:59:47,334
2024-10-31 15:59:47,330
2024-10-31 15:59:47,334
2024-10-31 15:59:47,332
2024-10-31 15:59:47,338
2024-10-31 15:59:47,335
2024-10-31 15:59:47,338
2024-10-31 15:59:47,337
2024-10-31 15:59:47,341
2024-10-31 15:59:47,338
2024-10-31 15:59:47,340
2024-10-31 15:59:47,336
2024-10-31 15:59:47,339
2024-10-31 15:59:47,329
2024-10-31 15:59:47,317
2024-10-31 15:59:47,309
2024-10-31 15:59:47,327
2024-10-31 15:59:47,348
2024-10-31 15:59:47,349
2024-10-31 15:59:47,351
2024-10-31 15:59:47,332
2024-10-31 15:59:47,268
2024-10-31 15:59:47,411
2024-10-31 15:59:47,420
2024-10-31 15:59:47,351
2024-10-31 15:59:47,331
2024-10-31 15:59:47,323
2024-10-31 15:59:47,322
2024-10-31 15:59:47,312
2024-10-31 15:59:48,312
2024-10-31 15:59:48,307
2024-10-31 15:59:48,294
2024-10-31 15:59:48,297
2024-10-31 15:59:48,298
2024-10-31 15:59:48,306
2024-10-31 15:59:48,315
2024-10-31 15:59:48,331
2024-10-31 15:59:48,334
2024-10-31 15:59:48,338
2024-10-31 15:59:48,330
2024-10-31 15:59:48,332
2024-10-31 15:59:48,327
2024-10-31 15:59:48,333
2024-10-31 15:59:48,332
2024-10-31 15:59:48,336
2024-10-31 15:59:48,334
2024-10-31 15:59:48,338
2024-10-31 15:59:48,344
2024-10-31 15:59:48,340
2024-10-31 15:59:48,341
2024-10-31 15:59:48,337
2024-10-31 15:59:48,341
2024-10-31 15:59:48,339
2024-10-31 15:59:48,340
2024-10-31 15:59:48,320
2024-10-31 15:59:48,315
2024-10-31 15:59:48,323
2024-10-31 15:59:48,349
2024-10-31 15:59:48,348
2024-10-31 15:59:48,352
2024-10-31 15:59:48,335
2024-10-31 15:59:48,290
2024-10-31 15:59:48,410
2024-10-31 15:59:48,435
2024-10-31 15:59:48,371
